"","UMAP1","UMAP2","gene","module","color","hub","kME"
"AGTRAP",-1.37554173558514,2.94177520189806,"AGTRAP","Module10","#2b9b81","other",0.123606791461617
"POLR2L",4.91425580889423,3.9660302392058,"POLR2L","Module2","#fe9b00","other",0.625730373154428
"ANXA2R",-1.78009848683636,4.24395716105028,"ANXA2R","Module10","#2b9b81","other",0.146433557890034
"AP3S1",4.06234664828022,-0.278775216002023,"AP3S1","Module2","#fe9b00","other",0.203855099944205
"UBE2N",3.57849163920124,1.21430885706469,"UBE2N","Module2","#fe9b00","other",0.372627615661987
"RPS27",5.33336133867939,7.80148851786181,"RPS27","Module4","#9b3441","hub",0.960431272944141
"IMPDH2",6.23949069887837,-3.46114862050489,"IMPDH2","Module5","#de597c","other",0.158288042442442
"NDUFAF3",-0.376579333241385,3.16887676630541,"NDUFAF3","Module10","#2b9b81","other",0.0650068016956394
"PDE4DIP",3.25020522982319,-6.38159597005323,"PDE4DIP","Module8","#633372","other",0.139591160849285
"ZC3H12D",4.05756254107197,-6.05550181951002,"ZC3H12D","Module5","#de597c","other",0.125852888701421
"GALNT11",3.95624656588276,-6.17170846547559,"GALNT11","Module5","#de597c","other",0.273869067443892
"ZFAND2A",0.666029523913461,4.56490003977343,"ZFAND2A","Module10","#2b9b81","other",0.0941189419461526
"COX14",4.30695695788105,1.0599068394713,"COX14","Module2","#fe9b00","other",0.295454622860219
"CTD.2192J16.15",-13.1442130097703,1.95866167460009,"CTD.2192J16.15","Module3","#d8443c","other",0.891574427041037
"CD28",3.13180441767414,-6.56839692677931,"CD28","Module8","#633372","other",0.103457059094264
"MAF",-11.9863417634324,-3.23174107160047,"MAF","Module3","#d8443c","other",0.0611936003582563
"COX5A",4.53781433016499,0.821936487298453,"COX5A","Module2","#fe9b00","other",0.562830916112514
"ZBTB7A",-11.9784548768357,-4.59057343091444,"ZBTB7A","Module6","#e87b89","other",0.234892756956688
"TUFM",5.02458734423359,-2.8018604525514,"TUFM","Module2","#fe9b00","other",0.496861135836338
"SEPW1",4.26134033114155,6.41616690073534,"SEPW1","Module4","#9b3441","other",0.263322217614233
"EIF3K",2.22870225817402,3.1226669541411,"EIF3K","Module2","#fe9b00","other",0.486456093860789
"TMEM107",-1.53849666207592,4.24673187647387,"TMEM107","Module10","#2b9b81","other",0.13210904793479
"DPM3",-1.64265852063457,4.29549562845751,"DPM3","Module10","#2b9b81","other",0.0853993143719085
"CYC1",4.23450918108662,-0.356627643961465,"CYC1","Module2","#fe9b00","other",0.261918368190987
"GADD45GIP1",4.67966909319599,0.254511117082083,"GADD45GIP1","Module2","#fe9b00","other",0.404841876712023
"PDXDC1",0.551238249842721,-7.02282416905836,"PDXDC1","Module8","#633372","other",0.161066986671453
"PUF60",4.36379594713886,-0.389606417078531,"PUF60","Module2","#fe9b00","other",0.358069250156944
"SEPT1",4.02113552004536,6.28263056192919,"SEPT1","Module4","#9b3441","other",0.40092376910913
"RP1.278E11.3",-13.0516217240648,1.7813481083922,"RP1.278E11.3","Module3","#d8443c","other",0.736305500517768
"CCDC66",-0.387032766039771,-2.82890236463026,"CCDC66","Module11","#92c051","other",0.0504622532246138
"ATP5EP2",-3.12258725255291,3.6302844277434,"ATP5EP2","Module10","#2b9b81","other",0
"HIST1H2AC",6.22951431185444,-3.16881811704115,"HIST1H2AC","Module5","#de597c","other",0.166487156129922
"PPA1",3.49914140612324,-1.74493187751249,"PPA1","Module2","#fe9b00","other",0.346646041484273
"SSR4",4.4070951452895,1.89688455973192,"SSR4","Module2","#fe9b00","other",0.537680228281473
"MRPL14",4.97460956484516,-0.448445142168558,"MRPL14","Module2","#fe9b00","other",0.247431001916792
"METTL23",0.0669455936594782,2.07605683718249,"METTL23","Module7","#9f5691","other",0.315149008107395
"HIGD1A",-2.18265872090618,4.16755735788866,"HIGD1A","Module10","#2b9b81","other",0.192870424876943
"NPM1",6.54691762835224,-2.77716899003462,"NPM1","Module5","#de597c","other",0.579060439739742
"RPL24P4",-12.9594853410081,1.60112011347338,"RPL24P4","Module3","#d8443c","other",0.61062099962105
"MRPS23",4.4671856871291,-0.59011113728956,"MRPS23","Module2","#fe9b00","other",0.154234840155944
"ZBTB20",-1.83491056054394,4.21921884928271,"ZBTB20","Module10","#2b9b81","other",0.117445672403507
"LSM10",5.14666242510517,-1.68592029895262,"LSM10","Module2","#fe9b00","other",0.332206782511499
"TIGIT",4.57246322542866,-5.40139949407057,"TIGIT","Module5","#de597c","other",0.364876883452337
"MRPS11",1.0141268482848,-0.95136438022927,"MRPS11","Module1","#f4c40f","other",0.430432376100558
"SNRPE",4.81893701464375,-1.2335444697328,"SNRPE","Module2","#fe9b00","other",0.436470810649807
"IDH2",-0.256185684497756,2.09481847200915,"IDH2","Module7","#9f5691","other",0.739240833905148
"NOP10",4.01959581286152,1.2961894265227,"NOP10","Module2","#fe9b00","other",0.487926337287951
"MRPL41",4.37452669054707,2.19240581903979,"MRPL41","Module2","#fe9b00","other",0.415200199113894
"TP53TG1",-0.734967280323905,1.55340444956347,"TP53TG1","Module7","#9f5691","other",0.154560111860716
"ARL6IP4",2.05053610712727,2.96874153528734,"ARL6IP4","Module2","#fe9b00","other",0.327736488976902
"MOB2",5.43125457674702,-4.18371474828199,"MOB2","Module5","#de597c","other",0.208019499678886
"SATB1",1.11470801741322,-6.81418168630079,"SATB1","Module8","#633372","other",0.131309448353417
"NGRN",5.75640983492573,5.75331509028002,"NGRN","Module4","#9b3441","other",0.128850884944281
"RPS17",-0.0847085790292444,-7.09648168172315,"RPS17","Module8","#633372","other",0.320721916249137
"LCK",0.840712677542764,1.23097598467394,"LCK","Module7","#9f5691","hub",0.895343372974489
"RPL35A",5.2906810751601,7.92833959970995,"RPL35A","Module4","#9b3441","other",0.730461990070436
"NAA38",0.511589418952065,5.52581608210131,"NAA38","Module10","#2b9b81","other",0.127680933299111
"SMDT1",1.65005237967213,2.86322176371142,"SMDT1","Module9","#1f6e9c","other",0.338970521779629
"SEP15",6.25964279085835,7.09531271372362,"SEP15","Module4","#9b3441","other",0.300469847040781
"FAM46C",0.239384602610665,-7.02048289861158,"FAM46C","Module8","#633372","other",0.167596320437635
"NDUFB1",-1.35740785687725,4.84529459391161,"NDUFB1","Module10","#2b9b81","other",0.182420192812967
"TMEM50A",5.11378402620991,-1.92128759707884,"TMEM50A","Module5","#de597c","other",0.480093250445681
"NUDT14",-0.2750524619178,2.25850784693285,"NUDT14","Module7","#9f5691","other",0.434599346249155
"TOB2",-0.893362630303306,-3.04913890447096,"TOB2","Module11","#92c051","other",0.0984277374136737
"PTP4A2",-12.0234654435472,-1.53854668225721,"PTP4A2","Module3","#d8443c","other",0.198689350461204
"ACTG1",-2.35829811185162,4.10287153635546,"ACTG1","Module10","#2b9b81","other",0.376447645127425
"DIABLO",5.51792211443623,6.10079109583422,"DIABLO","Module4","#9b3441","other",0.123532109480503
"UQCR10",4.65932197481831,3.04841148767992,"UQCR10","Module2","#fe9b00","other",0.636717543929176
"CRELD2",1.02307875067433,-0.870212488729513,"CRELD2","Module1","#f4c40f","other",0.394498303301182
"CMSS1",5.06343908220966,-5.35427939977125,"CMSS1","Module5","#de597c","other",0.127846083474343
"TSSC4",4.67819423586567,-2.76660394753889,"TSSC4","Module2","#fe9b00","other",0.27172042172423
"THAP7",4.30847997576435,-1.73518604125456,"THAP7","Module2","#fe9b00","other",0.0768796632188382
"SOCS3",-0.607415665085715,2.89686071787401,"SOCS3","Module10","#2b9b81","other",0.130807644942536
"PDE4B",3.78579420954426,-6.22196281041578,"PDE4B","Module5","#de597c","other",0.415036596665272
"NDUFA12",4.78171510607441,0.405845283608878,"NDUFA12","Module2","#fe9b00","other",0.444591952975103
"TMED9",4.2037374487563,-1.42853951539472,"TMED9","Module2","#fe9b00","other",0.367794741062476
"H1FX",-11.7844574937181,-4.07475197400526,"H1FX","Module6","#e87b89","other",0.216316950207353
"SUMO3",-0.3192688712434,0.750037669282401,"SUMO3","Module7","#9f5691","other",0.409198755696393
"PTRHD1",4.37453813463886,0.857102512460196,"PTRHD1","Module2","#fe9b00","other",0.186426006292573
"NDUFA6",6.50681562334736,-1.4165398487039,"NDUFA6","Module2","#fe9b00","other",0.506327351105983
"SIVA1",4.23264665514668,0.75524163160845,"SIVA1","Module2","#fe9b00","other",0.286862177754349
"CIB1",-0.643041361267966,2.78102934275194,"CIB1","Module10","#2b9b81","other",0.187535024801647
"RPS27L",4.89744157702168,-1.2200093724914,"RPS27L","Module2","#fe9b00","other",0.544145706035919
"SIGIRR",-0.961282301838798,0.393151640038931,"SIGIRR","Module7","#9f5691","other",0.313079381525805
"IFITM2",-1.41416506856243,4.54403984461352,"IFITM2","Module10","#2b9b81","other",0.303670966064951
"UBALD2",-11.7139494904832,-4.67327535237745,"UBALD2","Module6","#e87b89","other",0.340132141510674
"SOCS1",-0.97064780085842,-0.192253948111093,"SOCS1","Module7","#9f5691","other",0.0620260416237002
"CTD.2287O16.1",-11.8624661454515,-3.8874272116609,"CTD.2287O16.1","Module6","#e87b89","hub",0.977749596856622
"UBE2L3",5.35374660402973,-0.85907884027437,"UBE2L3","Module2","#fe9b00","other",0.411727178240889
"MORF4L1",4.05596132189472,-0.269204319376504,"MORF4L1","Module2","#fe9b00","other",0.413750061732658
"IKZF1",-11.9989417085008,-4.5386985548921,"IKZF1","Module6","#e87b89","other",0.389718147283397
"IFITM1",0.582838307921487,5.52514088068529,"IFITM1","Module4","#9b3441","other",0.271265611675237
"NDUFA13",-1.37376003354351,4.71070110712572,"NDUFA13","Module10","#2b9b81","other",0.446393937294295
"RPS23",5.28308553606709,7.87958872232958,"RPS23","Module4","#9b3441","other",0.805643843727172
"ARHGAP30",-11.9025967606858,-1.78345131959394,"ARHGAP30","Module3","#d8443c","other",0.0797334341556219
"GPATCH8",-0.842357624466819,-2.99262511815504,"GPATCH8","Module1","#f4c40f","other",0.165156376893768
"ZFP91",-11.7922308930711,-1.81278961982206,"ZFP91","Module3","#d8443c","other",0.078949665813161
"HEXIM1",-0.579016525443,-2.49593532170728,"HEXIM1","Module1","#f4c40f","other",0.150693010486423
"TNFRSF18",4.416738699977,-1.74261564101652,"TNFRSF18","Module2","#fe9b00","other",0.28427537213305
"RPS19BP1",4.36770362765034,1.19553053293749,"RPS19BP1","Module2","#fe9b00","other",0.397022367841315
"NAP1L1",-12.0501769074754,-3.67295801724867,"NAP1L1","Module6","#e87b89","other",0.464010510112914
"MT1X",6.57457084566792,-2.65887057866529,"MT1X","Module2","#fe9b00","other",0.659371849947289
"RSBN1L",-0.0993534942672672,-2.95451951112226,"RSBN1L","Module11","#92c051","other",0.32681920210307
"PTMA",5.53789300829609,6.83983290110155,"PTMA","Module4","#9b3441","other",0.631076760404576
"TMSB4XP8",-13.0443594941453,1.75212323580309,"TMSB4XP8","Module3","#d8443c","hub",0.940926664761931
"HIST1H1C",-12.087758351262,1.64686834726855,"HIST1H1C","Module3","#d8443c","other",0.0390647130459054
"EIF4EBP1",6.2800666800185,-2.0788973578401,"EIF4EBP1","Module2","#fe9b00","other",0.209875494801393
"ARL4C",-11.780782986577,-3.63413894261793,"ARL4C","Module6","#e87b89","hub",0.639248625856053
"LAMTOR4",-0.26405489831726,3.39875185404345,"LAMTOR4","Module10","#2b9b81","other",0.215442850841855
"TUBB4B",6.27435035616596,-2.96641683663801,"TUBB4B","Module5","#de597c","other",0.399223431500228
"COMMD6",4.00177211672505,4.78194773111864,"COMMD6","Module2","#fe9b00","other",0.564126705535764
"PDCD1",-0.259163517649573,-1.29287213172392,"PDCD1","Module7","#9f5691","other",0.455253334519227
"SRSF10",5.30444164187153,-1.63016843881086,"SRSF10","Module2","#fe9b00","other",0.292342966559654
"SUMO2",4.76139707476338,3.4427205315642,"SUMO2","Module2","#fe9b00","hub",0.835640524495927
"TMEM120B",0.733578216139871,0.347284435372794,"TMEM120B","Module7","#9f5691","other",0.408826928849164
"RBM34",-1.92878167718212,5.02159607325121,"RBM34","Module10","#2b9b81","other",0.173310119852253
"NHLRC3",0.0116932055397806,-1.67152965154127,"NHLRC3","Module1","#f4c40f","other",0.426283181569573
"RPL14",5.41116065890034,7.46890604410692,"RPL14","Module4","#9b3441","other",0.657920330291014
"MSL1",-11.9950869569139,-3.29779017056898,"MSL1","Module3","#d8443c","other",0.0272201278741364
"HACD4",0.697407912318307,-7.9716066130586,"HACD4","Module8","#633372","other",0.185973157593154
"NDUFA4",3.40282101542194,1.9682172528319,"NDUFA4","Module2","#fe9b00","other",0.61060130740598
"HN1",6.61865396410664,6.72701990519091,"HN1","Module4","#9b3441","other",0.213436165847265
"HMGB1",6.66060991198261,-1.58879423226789,"HMGB1","Module2","#fe9b00","other",0.715860736384578
"BLOC1S2",4.00106353670796,-2.54774761285261,"BLOC1S2","Module2","#fe9b00","other",0.282985331264997
"HLA.DRB1",4.03033513933857,-5.91174590672926,"HLA.DRB1","Module8","#633372","other",0.318400253534932
"S100A4",-1.51867871373455,3.52525770578905,"S100A4","Module10","#2b9b81","other",0.348164241041979
"MPHOSPH8",-0.0742336960093202,-3.12197387303785,"MPHOSPH8","Module11","#92c051","other",0.440879706207658
"EEF1A1P5",-12.8880885133104,1.63957917604967,"EEF1A1P5","Module3","#d8443c","hub",1
"PPIA",5.3409912100478,7.03033983622118,"PPIA","Module4","#9b3441","other",0.607367512758121
"SUPT3H",0.587237428729135,4.68896496210619,"SUPT3H","Module10","#2b9b81","other",0.0794149492043753
"GIMAP5",-12.1713240632371,2.01008546267077,"GIMAP5","Module3","#d8443c","other",0.269322826865763
"EVL",-1.33168094247143,0.330521105866873,"EVL","Module7","#9f5691","hub",0.951459275719855
"XRCC6",4.27023429781635,-5.80376088704542,"XRCC6","Module5","#de597c","other",0.381123345686056
"PRPF40A",0.1394091954871,-3.05118501271681,"PRPF40A","Module11","#92c051","other",0.527743888710829
"NACA",5.37818927675923,6.61008322153612,"NACA","Module4","#9b3441","other",0.556488765140097
"TRAPPC4",4.21547145754536,-1.74714654769377,"TRAPPC4","Module2","#fe9b00","other",0.198546207992809
"HLA.DQA1",3.40599150568684,-6.21890008534864,"HLA.DQA1","Module8","#633372","other",0.212325913373661
"FLNA",-0.0474368298010053,-7.03913295354322,"FLNA","Module8","#633372","other",0.203243719154427
"CASP4",-1.30627851575176,-2.77979433621839,"CASP4","Module1","#f4c40f","other",0.420411768935629
"LAGE3",6.45412225634297,-1.82413309897856,"LAGE3","Module2","#fe9b00","other",0.27506358525446
"SERTAD1",-0.172264866675538,3.76227629099413,"SERTAD1","Module10","#2b9b81","other",0.151737642924554
"PCBP2",5.62940473467548,6.49723255548998,"PCBP2","Module4","#9b3441","other",0.518687859937538
"SERPINA1",0.0538699141188441,-1.34051725353674,"SERPINA1","Module1","#f4c40f","other",0.60011648196176
"GSTK1",-0.991950977738303,2.97863733683153,"GSTK1","Module10","#2b9b81","other",0.261388247043285
"SPN",-12.0643036851243,-3.72988474454359,"SPN","Module3","#d8443c","other",0.16465219506089
"SPTAN1",0.365038137738305,-7.05868232335523,"SPTAN1","Module8","#633372","other",0.164080345303467
"RPS26",5.18662090212544,7.07412874613329,"RPS26","Module4","#9b3441","other",0.712078816839366
"PTMAP2",-12.588774014409,1.86187326822802,"PTMAP2","Module3","#d8443c","other",0.474473171676224
"S100A6",-0.628379453118247,2.70231497202441,"S100A6","Module7","#9f5691","other",0.795795948552022
"RPL12",5.18673105150898,7.16554701242968,"RPL12","Module4","#9b3441","other",0.720744504245649
"MRPL42",1.1581116429015,-0.769510761756456,"MRPL42","Module1","#f4c40f","other",0.312582482874052
"RPS4X",4.97615594774922,7.14406835947558,"RPS4X","Module4","#9b3441","other",0.719220506070133
"MARCH5",6.63723392397602,6.73157513056322,"MARCH5","Module4","#9b3441","other",0.154500361701246
"MAN1A2",-12.3545325288133,2.03209245119616,"MAN1A2","Module3","#d8443c","other",0.123055450202446
"HSD17B11",0.0330286434336481,-1.82871604051069,"HSD17B11","Module1","#f4c40f","other",0.450190051756649
"RPL23A",6.63883848101338,6.76073610697314,"RPL23A","Module4","#9b3441","other",0.538859545574655
"UBL5",4.24500293642719,4.3900238266997,"UBL5","Module2","#fe9b00","other",0.715124134844074
"ASNA1",4.27250642687519,0.28483045015856,"ASNA1","Module2","#fe9b00","other",0.303530639120154
"ITSN2",0.30218048006733,-2.98526191796735,"ITSN2","Module11","#92c051","other",0.536358835546378
"MGEA5",-11.9569581040696,-4.42952096547559,"MGEA5","Module6","#e87b89","other",0.459717215858677
"MT1F",4.23691148668965,-5.89625489797071,"MT1F","Module5","#de597c","other",0.324131872391278
"HLA.DRB5",5.37885303408344,-4.1232727774568,"HLA.DRB5","Module5","#de597c","other",0.513099238565802
"DDX39B",-12.1729338654832,1.43086349878832,"DDX39B","Module3","#d8443c","other",0.235614276060095
"CCDC69",-12.086537648137,-0.177171290773904,"CCDC69","Module3","#d8443c","other",0
"MT.ND6",1.53675479799946,-7.68195283498243,"MT.ND6","Module8","#633372","other",0.531455574903753
"MT.CO2",0.023362558190423,-8.0205043562837,"MT.CO2","Module8","#633372","hub",0.997808321702974
"MT.CYB",0.0302614679976282,-8.03214252080396,"MT.CYB","Module8","#633372","hub",0.962091048741683
"SLC5A3",5.39228362948139,-4.48422086324171,"SLC5A3","Module5","#de597c","other",0.216304075529989
"RPL10A",5.70448131472309,6.07901060495898,"RPL10A","Module4","#9b3441","other",0.469886275483568
