"","UMAP1","UMAP2","gene","module","color","hub","kME"
"SYF2",1.34994978815754,-1.93882554854826,"SYF2","Module2","#fe9b00","other",0.265906110883173
"RSRP1",6.34024305254658,6.99447214518114,"RSRP1","Module4","#9b3441","other",0.418336635927328
"STMN1",3.74713296801289,-2.53337633695081,"STMN1","Module2","#fe9b00","other",0.290523624415052
"ARID1A",-11.8078673371629,-4.96566879834608,"ARID1A","Module6","#e87b89","other",0.472367459529552
"MESDC2",6.66042060763081,6.77655327234789,"MESDC2","Module4","#9b3441","other",0.145796667935095
"CTSD",-0.821139563019675,0.702271341424429,"CTSD","Module7","#9f5691","hub",0.879031851361969
"KMT2A",-12.0876124390916,-3.38838684644178,"KMT2A","Module3","#d8443c","other",0.10472029714069
"RPS25",5.57574100405415,8.18863832865282,"RPS25","Module4","#9b3441","other",0.735818412885585
"SPCS2",4.83695955187519,1.7252391568236,"SPCS2","Module2","#fe9b00","other",0.511299895886871
"HMGN3",1.63425059229572,2.88137257013842,"HMGN3","Module9","#1f6e9c","other",0.410897553308666
"PHF3",-1.57436232655804,-3.16924464787916,"PHF3","Module11","#92c051","other",0.384973426424394
"SGK1",-0.231591891642016,0.521030663590872,"SGK1","Module7","#9f5691","other",0.187475608360075
"SLC16A7",-1.19774024575512,1.52221548471972,"SLC16A7","Module7","#9f5691","other",0.116116838515552
"VAMP8",1.22406477839192,2.38035690699145,"VAMP8","Module9","#1f6e9c","hub",0.695948311119759
"MYL12B",2.59654159456928,2.43653333101794,"MYL12B","Module9","#1f6e9c","hub",0.905511156846543
"SPP1",0.219138067071038,-1.46914205040411,"SPP1","Module1","#f4c40f","other",0.408030760120933
"CCND2",-12.1056349763231,-0.152779580015695,"CCND2","Module3","#d8443c","other",0.100119655491176
"ELL2",5.17250318438252,-5.29731738652662,"ELL2","Module5","#de597c","other",0.11901577628755
"UBE2B",5.17775363833149,-4.40851247395948,"UBE2B","Module5","#de597c","other",0.633121280171168
"PTBP3",-12.1290905961351,-0.199908853430307,"PTBP3","Module3","#d8443c","other",0.0360279665945987
"SET",-11.8265164384202,-1.83290720071272,"SET","Module3","#d8443c","other",0.236134665307428
"NDUFA8",5.19196720034321,-0.859376520771539,"NDUFA8","Module2","#fe9b00","other",0.252951148758702
"IFI27L2",-0.4095449933366,3.05652534876391,"IFI27L2","Module10","#2b9b81","other",0.119881698386607
"NPC2",0.375038247410852,0.425770162682974,"NPC2","Module1","#f4c40f","hub",0.825897787737724
"SLIRP",4.59573573977192,0.759903549294913,"SLIRP","Module2","#fe9b00","other",0.342045246283179
"RBM25",-0.000552859301966649,-3.11670863713697,"RBM25","Module11","#92c051","other",0.581559117884005
"YPEL5",6.08263606936176,-3.14244973744825,"YPEL5","Module5","#de597c","other",0.53193018377428
"CRIPT",4.14561910540302,0.23042690668627,"CRIPT","Module2","#fe9b00","other",0.129963952445888
"DUSP1",-1.28648357480328,1.53643882189318,"DUSP1","Module10","#2b9b81","other",0.478283503776264
"PCMT1",3.65632839113911,-2.46382975663618,"PCMT1","Module2","#fe9b00","other",0.298621672489648
"CYSTM1",5.05073757082661,-5.33405292119459,"CYSTM1","Module5","#de597c","other",0.507448395121632
"ENY2",4.51040239245136,-2.67168068971113,"ENY2","Module2","#fe9b00","other",0.372222250227104
"ELF1",1.05684168249806,-1.35274335827307,"ELF1","Module1","#f4c40f","other",0.396579563833247
"HSPH1",6.39848537356098,-2.71584630097822,"HSPH1","Module5","#de597c","other",0.622422313426829
"FAM53C",0.022308584158021,-1.7711808690019,"FAM53C","Module1","#f4c40f","other",0.254448708055184
"EGR1",-1.81591467946331,4.05348312769457,"EGR1","Module10","#2b9b81","other",0.306592932487592
"SERP1",6.36440391451557,-2.21337294663862,"SERP1","Module5","#de597c","other",0.470886671061074
"DUSP4",4.62388391405781,-5.3751677283235,"DUSP4","Module5","#de597c","other",0.624735699722417
"PDLIM2",-0.738652933533591,0.648901342492545,"PDLIM2","Module7","#9f5691","other",0.457415791671686
"ZNF706",5.17044038683613,-0.195553244013345,"ZNF706","Module2","#fe9b00","other",0.421533616552173
"NACA3P",-12.9284527787523,1.7030211678557,"NACA3P","Module3","#d8443c","other",0.573506657611569
"ECHDC2",-0.925841737683219,-0.36037731255964,"ECHDC2","Module7","#9f5691","other",0.254560091466744
"NAA50",4.62231035143574,-5.37785184468702,"NAA50","Module5","#de597c","other",0.465477738109206
"PILRB",-0.859610010083121,-3.01064765538648,"PILRB","Module11","#92c051","other",0.149531582578265
"ZCCHC17",0.947233628336984,-0.94892958636955,"ZCCHC17","Module1","#f4c40f","other",0.325609619852251
"POLR3GL",-0.671847392018241,0.15424704466387,"POLR3GL","Module1","#f4c40f","other",0.245479265233086
"TNFSF10",-0.515480686123771,-2.87360072221235,"TNFSF10","Module11","#92c051","other",0.0424500473095092
"GTF3A",1.02456064135273,-0.873103887695825,"GTF3A","Module1","#f4c40f","other",0.461872596953841
"MRPS2",5.80566520601948,-2.22002673234419,"MRPS2","Module2","#fe9b00","other",0.181742642492855
"RPL5",4.68258399874409,6.61582720194384,"RPL5","Module4","#9b3441","other",0.540632335475034
"ODF2L",0.125474806730348,-1.73962193812803,"ODF2L","Module1","#f4c40f","other",0.19863060178651
"SEPT7",6.20766611010273,7.18297827158495,"SEPT7","Module4","#9b3441","other",0.416415805563856
"CBX3",-1.58405845254223,-2.78048956479505,"CBX3","Module1","#f4c40f","other",0.544453282300086
"HNRNPA2B1",5.26441163927754,-3.79692304219679,"HNRNPA2B1","Module5","#de597c","other",0.566146847179552
"NT5C3A",4.52718133837422,-2.49989342774824,"NT5C3A","Module2","#fe9b00","other",0.228783655259256
"GLIPR2",-1.23573570340435,0.784289836030448,"GLIPR2","Module7","#9f5691","other",0.54344553621262
"CLTA",4.9847409239455,-0.180941284555948,"CLTA","Module2","#fe9b00","other",0.422496945375579
"SRGN",1.78316957861622,-7.37789619054273,"SRGN","Module8","#633372","other",0.274284919075174
"DDX39A",6.41534967333515,-2.16044902886823,"DDX39A","Module2","#fe9b00","other",0.341787149704993
"ADGRE5",-0.0101923906759443,-7.58564794148878,"ADGRE5","Module8","#633372","other",0.340355886247481
"ATF1",4.51364154726704,0.176234006028616,"ATF1","Module2","#fe9b00","other",0.115059892404528
"PFDN5",4.58047027498921,5.00708782587572,"PFDN5","Module4","#9b3441","other",0.539869484301299
"ORMDL2",1.11663491636952,0.923773526292288,"ORMDL2","Module1","#f4c40f","other",0.509652212769144
"NR4A1",-1.71512298672954,4.17108404551073,"NR4A1","Module10","#2b9b81","other",0.369856975036407
"ATG101",5.62563390642841,6.35881864939257,"ATG101","Module4","#9b3441","other",0.173113899034045
"TUBA1B",1.00290639311512,-1.98330479945616,"TUBA1B","Module1","#f4c40f","hub",0.871119054807762
"AMD1",3.01688165575703,1.51807415400072,"AMD1","Module2","#fe9b00","other",0.139031889689776
"NMI",-1.28555684178631,-2.82283890332655,"NMI","Module11","#92c051","other",0.107979773449557
"CKS2",4.19017143160542,4.42394030008837,"CKS2","Module2","#fe9b00","other",0.242961958314124
"PREX1",-11.9378064164476,-3.66802990521864,"PREX1","Module6","#e87b89","other",0.601261011897942
"ATP5E",5.82325620562275,7.51797354136034,"ATP5E","Module4","#9b3441","other",0.615405095097724
"STAU1",0.649060975615579,-2.7454411992021,"STAU1","Module11","#92c051","other",0.37367141673994
"PMEPA1",3.49636073023518,-6.60524451817945,"PMEPA1","Module8","#633372","other",0.0838194257730051
"MPHOSPH10",1.06120331198414,-2.5259039410539,"MPHOSPH10","Module11","#92c051","other",0.156809425211908
"SNRPC",3.80703778177937,-1.67230713452772,"SNRPC","Module2","#fe9b00","other",0.316641231101245
"SERPINB6",-0.668232370312614,0.6022424689345,"SERPINB6","Module7","#9f5691","other",0.180344722143561
"HIST1H1D",-12.0734017381028,1.78369009409472,"HIST1H1D","Module3","#d8443c","other",0.059346662539384
"ATXN1",-0.891862679417533,-3.75797164525465,"ATXN1","Module11","#92c051","other",0.428237246946359
"EEF1E1",-1.05435692160885,-2.69399285401777,"EEF1E1","Module1","#f4c40f","other",0.38679934621012
"AHNAK",-11.7645257005052,-4.99360597218946,"AHNAK","Module6","#e87b89","hub",0.84377112599026
"MT2A",5.38845987230976,-4.09989750470594,"MT2A","Module5","#de597c","other",0.557465508022848
"UPF3B",3.91846294314106,-2.39379263009504,"UPF3B","Module2","#fe9b00","other",0.118557553062795
"NDUFA1",4.13112468630512,4.35987532053515,"NDUFA1","Module2","#fe9b00","other",0.51516645664457
"MRPS7",4.39762134463032,-1.68589204635099,"MRPS7","Module2","#fe9b00","other",0.231384316429522
"PPDPF",3.99422330767353,5.61503088388964,"PPDPF","Module4","#9b3441","other",0.501791916807757
"CHCHD5",-0.287222687299651,3.57454073343798,"CHCHD5","Module10","#2b9b81","other",0.0740685766017521
"TNFSF9",0.489272545878488,4.65041172419115,"TNFSF9","Module10","#2b9b81","other",0.0715764421333913
"RPL23",-11.9324763306932,-2.51582717980818,"RPL23","Module3","#d8443c","other",0.419746205404191
"FOSB",-1.18032293408672,0.54723918352648,"FOSB","Module10","#2b9b81","other",0.280527933062894
"SNRPD2",4.55230588823994,3.75502025995775,"SNRPD2","Module2","#fe9b00","other",0.601681018433859
"PSMF1",4.49418039232929,-0.31819427098707,"PSMF1","Module2","#fe9b00","other",0.236984320210144
"DTD1",-0.70177345364849,1.77014648829027,"DTD1","Module7","#9f5691","other",0.301211421590144
"RBCK1",0.0387651285572825,2.38118779573962,"RBCK1","Module7","#9f5691","other",0.535273789489972
"SNRPB",1.04757268339832,-1.80874824609236,"SNRPB","Module1","#f4c40f","other",0.671309483429499
"ITPA",0.0312683096571741,0.503765939813101,"ITPA","Module7","#9f5691","other",0.392209601669016
"MRPS26",6.36991138369282,-2.57298243131117,"MRPS26","Module5","#de597c","other",0.179236534111503
"DYNLRB1",3.59548587710102,1.25296652231737,"DYNLRB1","Module2","#fe9b00","other",0.338040061324239
"ROMO1",3.85823268801411,5.29198610697314,"ROMO1","Module4","#9b3441","other",0.282907308849357
"PSMB2",4.19486637026508,0.127480863671744,"PSMB2","Module2","#fe9b00","other",0.395772330127343
"IGFLR1",0.53814126164158,4.73520576868578,"IGFLR1","Module10","#2b9b81","other",0.15441117107203
"CAPNS1",-11.6838992127732,-3.53913676824049,"CAPNS1","Module3","#d8443c","other",0.199221037603194
"RBM42",5.4399902334853,-2.00430870141462,"RBM42","Module2","#fe9b00","other",0.287627623723771
"HCST",-2.2046254166917,4.15382158670946,"HCST","Module10","#2b9b81","other",0.446381638507669
"COX6B1",2.26677079111775,3.03167974863573,"COX6B1","Module2","#fe9b00","other",0.605309954322231
"CCR7",5.0903956404372,-5.29709374989942,"CCR7","Module5","#de597c","other",0.26625267930667
"PRDX5",3.30296153933247,2.17277896318957,"PRDX5","Module2","#fe9b00","other",0.472605965747774
"PRMT1",4.88880081087788,0.444418667893851,"PRMT1","Module2","#fe9b00","other",0.33645162953685
"STAT5A",2.33925671488484,-6.9249666937776,"STAT5A","Module8","#633372","other",0.123799319017478
"DNAJC8",1.02030928045948,-1.96394127692655,"DNAJC8","Module1","#f4c40f","other",0.564449341859992
"IFI6",-1.40322952359478,-2.3482973584123,"IFI6","Module1","#f4c40f","other",0.708296321080609
"EMG1",-1.35347442715923,2.89093625460192,"EMG1","Module7","#9f5691","other",0.177676011003509
"ZBTB1",4.02540035158833,-6.0781968840547,"ZBTB1","Module5","#de597c","other",0.332343072682308
"MAP2K2",-11.9710286149339,-3.47734296407179,"MAP2K2","Module3","#d8443c","other",0.146547488028135
"BCL11B",-11.7702439317064,-4.98705661382154,"BCL11B","Module6","#e87b89","other",0.394242197582019
"COX7C",4.87400741488178,4.29441416178271,"COX7C","Module4","#9b3441","other",0.437311481533449
"RAP1B",4.75181646258076,5.23273861322924,"RAP1B","Module4","#9b3441","other",0.269921949595089
"PIN1",1.69819600493153,1.40883195314928,"PIN1","Module9","#1f6e9c","other",0.414803231648229
"HP1BP3",-1.42542069047253,-3.15583121861891,"HP1BP3","Module11","#92c051","other",0.326019964162039
"KLF2",-11.6908591279344,-5.05965221013502,"KLF2","Module6","#e87b89","other",0.481807403145479
"UQCR11",3.77101368815144,6.07465755854174,"UQCR11","Module4","#9b3441","other",0.383925546100666
"MACF1",-12.089883137639,-0.395291627306497,"MACF1","Module3","#d8443c","other",0.14483092983807
"AAMP",5.06182689577778,-2.99097430791334,"AAMP","Module5","#de597c","other",0.233021513980181
"PNKD",2.29871053606709,2.19670832071825,"PNKD","Module9","#1f6e9c","other",0.220498232181806
"ECHS1",-0.388700474198264,0.185157655816519,"ECHS1","Module7","#9f5691","other",0.35145136784589
"AKAP9",-0.0540280753330412,-3.10764134015516,"AKAP9","Module11","#92c051","other",0.646698430625542
"SHFM1",5.71577043444355,7.09698736582323,"SHFM1","Module4","#9b3441","other",0.294710416839081
"ZFP36",-1.2034857758836,0.868738888841116,"ZFP36","Module10","#2b9b81","other",0.247878775793947
"DGCR6L",-0.210528630907935,3.65553533945605,"DGCR6L","Module10","#2b9b81","other",0.0977026408991741
"SDF2L1",1.10393161684712,1.25885379229113,"SDF2L1","Module7","#9f5691","other",0.267074135941429
"TPST2",-0.636424113209647,1.08109104548022,"TPST2","Module7","#9f5691","other",0.40483001366641
"RAC2",0.346441786591607,4.7825790635161,"RAC2","Module10","#2b9b81","other",0.424416253686043
"ATP6V1F",3.9590708723708,1.66756498728319,"ATP6V1F","Module2","#fe9b00","other",0.384997107179695
"LSM8",4.74583835512837,5.13815891657397,"LSM8","Module4","#9b3441","other",0.314584489709399
"NDUFA5",3.93181819826801,-1.80137437667326,"NDUFA5","Module2","#fe9b00","other",0.259548693293741
"MRPS12",6.2778865805312,-1.52606248940901,"MRPS12","Module2","#fe9b00","other",0.298005715240483
"ORMDL1",1.02614529043873,-1.95089596595243,"ORMDL1","Module1","#f4c40f","other",0.366734473112895
"SNRPN",0.429849754874307,-6.96919000234083,"SNRPN","Module8","#633372","other",0.252297210366583
"PSMG2",3.95226783663471,-1.26192566837744,"PSMG2","Module2","#fe9b00","other",0.288476369328926
"PSMA1",-0.525963891442222,2.85356199656054,"PSMA1","Module9","#1f6e9c","other",0.376064040738452
"TXNDC17",3.94465799242695,-1.43895125474409,"TXNDC17","Module2","#fe9b00","other",0.320401932481483
"SNX6",4.77198095232685,-0.316850543875253,"SNX6","Module2","#fe9b00","other",0.296385243608434
"MIS18BP1",0.696328949038583,-2.72004199113325,"MIS18BP1","Module11","#92c051","other",0.38257665936933
"NEDD8",1.45963830858906,1.13401138697191,"NEDD8","Module9","#1f6e9c","hub",0.646968377532396
"DAD1",2.2954258433028,2.56273686800524,"DAD1","Module2","#fe9b00","other",0.411012662855188
"REEP5",4.22716541201313,-0.258337558168924,"REEP5","Module2","#fe9b00","other",0.419861641337379
"ABHD17A",-11.9766734132127,-4.53015530194715,"ABHD17A","Module6","#e87b89","other",0.212633752478859
"SAT1",3.29407663256367,2.01906216059252,"SAT1","Module9","#1f6e9c","other",0.433094214299032
"ELOF1",3.57226247698505,-1.63628643836454,"ELOF1","Module2","#fe9b00","other",0.21022788046518
"APOE",-0.970802713330192,-1.99775064076856,"APOE","Module1","#f4c40f","other",0.557784473758123
"APOC1",0.283050577942925,-1.4441650220342,"APOC1","Module1","#f4c40f","hub",0.881321834673072
"RPL36",4.98174543291767,7.20409262095019,"RPL36","Module4","#9b3441","other",0.744167253465969
"LSM7",-0.13834126866917,3.4181729546599,"LSM7","Module10","#2b9b81","other",0.111647974008542
"SNX9",3.49410481363972,-6.41226089086012,"SNX9","Module8","#633372","other",0.0591405014444234
"ACTN4",-11.8269122132615,-4.92441046323255,"ACTN4","Module6","#e87b89","other",0.575863307478537
"ARPC1B",-1.32805090039532,3.09490501795336,"ARPC1B","Module10","#2b9b81","other",0.308479992021072
"JUND",-11.6875279435472,-5.05453479375318,"JUND","Module6","#e87b89","other",0.619554107232152
"LSP1",3.7134551516219,6.03634369288012,"LSP1","Module4","#9b3441","other",0.255831446795639
"ADRM1",4.94418210894306,-1.82607889260725,"ADRM1","Module2","#fe9b00","other",0.446941151210879
"CHMP2A",-0.0903971531943502,-1.29970440353826,"CHMP2A","Module1","#f4c40f","other",0.710797289678886
"TMEM160",2.35026092440327,2.3038045159392,"TMEM160","Module9","#1f6e9c","other",0.419290394976591
"GMFG",-0.842974770958823,2.87615787897631,"GMFG","Module7","#9f5691","hub",0.816234506078703
"LRRC47",1.63408954054554,-6.78967130269483,"LRRC47","Module8","#633372","other",0.0444320149638975
"ATPIF1",3.87267775446613,6.14539444361254,"ATPIF1","Module4","#9b3441","other",0.225231804059152
"RBM39",4.10100955874165,-2.09991097535566,"RBM39","Module2","#fe9b00","other",0.397067525049601
"ZNF428",1.65484530836781,2.87700760279223,"ZNF428","Module9","#1f6e9c","other",0.307697683987767
"COX4I1",4.71713037401875,3.00754392061754,"COX4I1","Module2","#fe9b00","other",0.662163098726051
"SH3BGRL",2.54836196810444,1.46439564142748,"SH3BGRL","Module2","#fe9b00","other",0.269397356495627
"COX7B",6.13485116869648,-1.56247615899519,"COX7B","Module2","#fe9b00","other",0.703936671103751
"CAP1",-11.8636715897874,-1.73382514800504,"CAP1","Module3","#d8443c","other",0.0686159111383514
"NR1H2",5.34013576418598,-4.17761719312147,"NR1H2","Module5","#de597c","other",0.265507273538505
"MGAT1",0.911029409472543,-6.7338193663545,"MGAT1","Module8","#633372","other",0.0696456592920016
"NDUFA2",4.42137451082905,1.087760566812,"NDUFA2","Module2","#fe9b00","other",0.390229097530013
"DIAPH1",-11.8960812577562,-3.80191147412733,"DIAPH1","Module6","#e87b89","other",0.602524490173634
"LGALS3",4.61940975100239,-2.79031276788191,"LGALS3","Module2","#fe9b00","other",0.526660274232633
"DNAJB1",-1.37836163132946,4.94526874933764,"DNAJB1","Module10","#2b9b81","other",0.546209945045473
"RAN",5.27137536913593,-1.51450765218214,"RAN","Module2","#fe9b00","other",0.769651650196082
"PNISR",-0.0707186461941423,-2.96725130166486,"PNISR","Module11","#92c051","other",0.693115020218507
"SEC61G",4.54522437960346,3.91290247355028,"SEC61G","Module2","#fe9b00","other",0.617561315638942
"H3F3B",0.670722197596627,4.75288784418627,"H3F3B","Module10","#2b9b81","other",0.240908034644425
"GPS2",0.469550084178048,5.20638048563525,"GPS2","Module10","#2b9b81","other",0.173946454138175
"XAF1",-12.3126385697679,0.548599599938834,"XAF1","Module3","#d8443c","other",0.191728655455336
"FBXO44",-0.381225634510917,0.828617810349906,"FBXO44","Module7","#9f5691","other",0.323495034932029
"POMP",4.57865257174214,0.200620769601309,"POMP","Module2","#fe9b00","other",0.620019946227423
"HMGB1P5",-12.8387930878953,2.1229020348601,"HMGB1P5","Module3","#d8443c","other",0.623763584763444
"TPT1",0.0189456751986323,-6.66168534841017,"TPT1","Module8","#633372","other",0
"SRRM1",1.31227917582234,-2.00305736150221,"SRRM1","Module1","#f4c40f","other",0.476735458047001
"CSNK1G2",-11.972469616826,-4.60875880803541,"CSNK1G2","Module6","#e87b89","other",0.217130171269184
"RTN3",3.59637803942402,-6.53633725728468,"RTN3","Module5","#de597c","other",0.220786246781186
"RARRES3",4.05900258928974,6.33882915888354,"RARRES3","Module4","#9b3441","other",0.370579330647283
"MED10",5.42914791018208,-1.03486716460065,"MED10","Module2","#fe9b00","other",0.335827766668535
"KRAS",5.09307165056904,-0.515491754669702,"KRAS","Module2","#fe9b00","other",0.236415823717458
"SARAF",6.21486539751728,7.07797205362841,"SARAF","Module4","#9b3441","other",0.744756024379583
"MBD2",-11.9071505555467,-1.69086665000395,"MBD2","Module3","#d8443c","other",0.127421368212918
"IER3IP1",0.507472466532784,5.48860990915819,"IER3IP1","Module10","#2b9b81","other",0.0560466293061256
"EMC7",4.19531602770527,-2.43616342629865,"EMC7","Module2","#fe9b00","other",0.32555271893598
"PRPF38B",-1.56193130105297,-2.87520837869123,"PRPF38B","Module11","#92c051","other",0.415920962406622
"LAMTOR5",3.67698640734394,-1.30103969659284,"LAMTOR5","Module2","#fe9b00","other",0.471847686465842
"PPHLN1",-0.171319555635852,-2.96060109223798,"PPHLN1","Module11","#92c051","other",0.228976709351207
"FKBP11",-0.452464956934852,2.7307003727965,"FKBP11","Module9","#1f6e9c","other",0.164293359976117
"IAH1",1.28380234152516,0.878934859376395,"IAH1","Module7","#9f5691","other",0.501964969539346
"LDHA",5.28502054125507,-3.81796419705824,"LDHA","Module5","#de597c","hub",0.839226382463978
"TIMM17A",3.98486919314106,-1.47753566588835,"TIMM17A","Module2","#fe9b00","other",0.233031248361928
"RPS15A",5.19997186571797,7.60625231180712,"RPS15A","Module4","#9b3441","hub",0.857181829880228
"NARS",0.0641604027195749,-3.10843551244215,"NARS","Module11","#92c051","other",0.164171202090963
"CCNH",-1.5016487130479,4.709417938333,"CCNH","Module10","#2b9b81","other",0.241556638235278
"KLRD1",-1.35870163529674,-0.539106399673974,"KLRD1","Module7","#9f5691","other",0.264165754738992
"DDB2",0.617268156115609,0.358498930077994,"DDB2","Module7","#9f5691","other",0.271865908346734
"PRPF38A",-0.0132867807106199,-3.07230961408094,"PRPF38A","Module11","#92c051","other",0.279360915294412
"TMEM258",1.84230298907002,3.51421272669359,"TMEM258","Module2","#fe9b00","other",0.462177044807126
"TMEM165",3.60253043085774,-2.23519945229963,"TMEM165","Module2","#fe9b00","other",0.244988979770088
"ARGLU1",0.89451606184681,0.245726346116507,"ARGLU1","Module1","#f4c40f","other",0.363833063186787
"ETS1",-11.6945479401902,-3.99081027593092,"ETS1","Module3","#d8443c","other",0.216324989250281
"OSTF1",4.13572807223042,4.59280741129442,"OSTF1","Module2","#fe9b00","other",0.438015868154725
"CTSL",0.00361592680652716,-1.57868141021208,"CTSL","Module1","#f4c40f","other",0.633042565570625
"ISCA1",5.39244956881245,-4.25274527158216,"ISCA1","Module5","#de597c","other",0.384619159258966
"OASL",4.93204803377827,-3.2987459906526,"OASL","Module5","#de597c","other",0.374305494196048
"CCDC64",1.02905030161579,-6.72142016972975,"CCDC64","Module8","#633372","other",0.102921959410075
"TMEM243",5.80924577624043,-2.14991104688123,"TMEM243","Module2","#fe9b00","other",0.258548730526779
"SRPK2",4.8810736647292,-0.456082285303628,"SRPK2","Module2","#fe9b00","other",0.168232086837705
"MDFIC",-11.8470032700853,-4.41825068082288,"MDFIC","Module6","#e87b89","other",0
"AKIRIN2",5.49864597231587,-0.6597204216905,"AKIRIN2","Module2","#fe9b00","other",0.258169074393816
"PRR5L",3.07841629893025,-6.48135030354933,"PRR5L","Module8","#633372","other",0.0923936470029673
"ATP5G2",4.49978132158955,6.75595056925341,"ATP5G2","Module4","#9b3441","other",0.492947262199656
"CD63",-0.727746773655814,-0.11309343661741,"CD63","Module7","#9f5691","other",0.748963696607171
"BLOC1S1",-0.0423818865374746,2.174421428781,"BLOC1S1","Module10","#2b9b81","other",0.0898305483715722
"HNRNPA1",5.66667909533222,6.2573219529204,"HNRNPA1","Module4","#9b3441","other",0.471224290755595
"CD164",-0.60192068308155,0.0938720694594026,"CD164","Module7","#9f5691","other",0.449952872333842
"AHI1",3.93404121309956,-6.14636743154005,"AHI1","Module5","#de597c","other",0.263467580203348
"CEP350",-1.37843899815838,-3.57493913258985,"CEP350","Module11","#92c051","other",0.357928758909627
"FAM129A",0.0140328964634714,-6.65283334340528,"FAM129A","Module8","#633372","other",0.12558261888438
"RC3H1",1.37121362597187,-6.59686744298414,"RC3H1","Module8","#633372","other",0.158984044425081
"SP110",-12.1634333619432,1.36442625437304,"SP110","Module3","#d8443c","other",0.133994099767424
"EIF4E2",3.92495078951557,-2.40155255879835,"EIF4E2","Module2","#fe9b00","other",0.219858376012105
"CAB39",-12.1228039750413,-0.314741791147745,"CAB39","Module3","#d8443c","other",0.126602391926755
"COX5B",3.9910304060622,1.77616202745959,"COX5B","Module2","#fe9b00","other",0.636426848235499
"GCC2",0.487938117091256,-2.89455545033888,"GCC2","Module11","#92c051","other",0.613097315391458
"ISCU",3.14376516253193,-6.67206418599561,"ISCU","Module8","#633372","other",0.11957605811923
"MED4",0.998807024066049,-1.35315886225179,"MED4","Module1","#f4c40f","other",0.367321535638413
"RPL13AP25",-13.506555844243,2.65133440409228,"RPL13AP25","Module3","#d8443c","other",0.778070155107394
"LCP1",-11.9006550797776,-2.22155511464552,"LCP1","Module3","#d8443c","other",0.126222433096531
"CHST12",0.704179715220529,0.26423787985369,"CHST12","Module1","#f4c40f","other",0.189583644129442
"DBNL",0.185791682307321,0.392578124146903,"DBNL","Module7","#9f5691","other",0.526803698842636
"LIMD2",4.21489877611836,4.37577879343554,"LIMD2","Module2","#fe9b00","other",0.486380395980379
"NDUFB5",1.10155494124134,-0.803433150906122,"NDUFB5","Module2","#fe9b00","other",0.164459684091671
"MRPL47",3.88901061922749,-1.39718559469656,"MRPL47","Module2","#fe9b00","other",0.249342805108268
"TANK",3.73001618296345,-2.54318678464369,"TANK","Module2","#fe9b00","other",0.300526968154189
"EPRS",-1.08151053279201,-3.6919959792085,"EPRS","Module11","#92c051","other",0.188115664695404
"BIN1",-0.689300168450278,2.78140437517687,"BIN1","Module7","#9f5691","other",0.620288883987983
"GYPC",1.55368847758015,2.80042040262743,"GYPC","Module10","#2b9b81","other",0.17531993459316
"TXN",3.90553254992207,-1.23571997966245,"TXN","Module2","#fe9b00","other",0.544975162635358
"ATP6V1G1",5.10125942141255,-1.34381476129965,"ATP6V1G1","Module2","#fe9b00","other",0.56247936931994
"MRPL50",4.60168285280903,-2.61935746755079,"MRPL50","Module2","#fe9b00","other",0.146518835686746
"PSMB7",0.720007192198831,-1.15384450640157,"PSMB7","Module1","#f4c40f","other",0.705440644428295
"RPL35",5.0065710058852,7.20132791910692,"RPL35","Module4","#9b3441","other",0.552517974123339
"ARPC5L",-0.475551534588737,3.08142197046801,"ARPC5L","Module9","#1f6e9c","other",0.349032897817376
"SIT1",-0.400775749380988,2.0113674393706,"SIT1","Module7","#9f5691","other",0.778417798757265
"HINT2",0.551163207594949,2.24087822351977,"HINT2","Module9","#1f6e9c","other",0.215272580162393
"RPS6",6.24894065767964,7.06175100718066,"RPS6","Module4","#9b3441","other",0.504674960836124
"TMEM14B",0.914794992510873,1.28962933931872,"TMEM14B","Module7","#9f5691","other",0.49041588276791
"SDCBP",4.33447332293232,-1.56506466950849,"SDCBP","Module2","#fe9b00","other",0.272492544005988
"FDX1",5.75934333712299,-2.19574046220258,"FDX1","Module2","#fe9b00","other",0.253788758014698
"CASP1",1.79061300665577,1.03125297937914,"CASP1","Module2","#fe9b00","other",0.0915606808961874
"SLTM",-0.871017087395591,-2.74859166230634,"SLTM","Module11","#92c051","other",0.439552328690998
"RPLP1",5.51956624895771,8.1055771103911,"RPLP1","Module4","#9b3441","hub",0.869401680076361
"RSL24D1",4.2686936369582,0.958759783845389,"RSL24D1","Module2","#fe9b00","other",0.359413747156541
"GTF2B",4.99392671496113,-2.34392118539289,"GTF2B","Module2","#fe9b00","other",0.249446055754865
"RAB1A",-0.053787652547759,-2.84558653916792,"RAB1A","Module1","#f4c40f","other",0.645184600585361
"ACTR2",-11.8362639436082,-2.32211291875318,"ACTR2","Module3","#d8443c","other",0.0848049440809981
"ATRAID",-0.00698436438600443,2.03936803255602,"ATRAID","Module7","#9f5691","other",0.38615999309615
"KIF20B",-0.295866582687301,-2.77083218182996,"KIF20B","Module1","#f4c40f","other",0.29601682727017
"ENTPD1",4.04572648913105,-1.62231654014066,"ENTPD1","Module2","#fe9b00","other",0.22376093514201
"RPS24",5.48237199694355,7.66258776102587,"RPS24","Module4","#9b3441","other",0.648588499051242
"SSB",-0.9416494855241,-2.8236106642671,"SSB","Module11","#92c051","other",0.30764411647315
"PPIG",-0.429783124621314,-2.81683826531843,"PPIG","Module11","#92c051","other",0.353303928467319
